gene_id	symbol	gene_type	ncbi_ortholog_count	has_ncbi_ortholog
1004	CDH6	protein-coding	341	true
1005	CDH7	protein-coding	453	true
1006	CDH8	protein-coding	794	true
1007	CDH9	protein-coding	460	true
1008	CDH10	protein-coding	307	true
1009	CDH11	protein-coding	819	true
1010	CDH12	protein-coding	499	true
1011	CDH12P2	pseudo	0	false
1012	CDH13	protein-coding	840	true
1013	CDH15	protein-coding	831	true
1014	CDH16	protein-coding	627	true
1015	CDH17	protein-coding	865	true
1016	CDH18	protein-coding	519	true
1017	CDK2	protein-coding	792	true
1018	CDK3	protein-coding	497	true
1019	CDK4	protein-coding	718	true
1020	CDK5	protein-coding	819	true
1021	CDK6	protein-coding	843	true
1022	CDK7	protein-coding	871	true
1024	CDK8	protein-coding	865	true
1025	CDK9	protein-coding	860	true
1026	CDKN1A	protein-coding	802	true
1027	CDKN1B	protein-coding	518	true
1028	CDKN1C	protein-coding	483	true
1029	CDKN2A	protein-coding	41	true
1030	CDKN2B	protein-coding	239	true
1031	CDKN2C	protein-coding	836	true
1032	CDKN2D	protein-coding	644	true
1033	CDKN3	protein-coding	819	true
1036	CDO1	protein-coding	838	true
1039	CDR2	protein-coding	838	true
1040	CDS1	protein-coding	551	true
1041	CDSN	protein-coding	272	true
1043	CD52	protein-coding	100	true
1044	CDX1	protein-coding	785	true
1045	CDX2	protein-coding	524	true
1046	CDX4	protein-coding	639	true
1047	CLGN	protein-coding	827	true
1048	CEACAM5	protein-coding	26	true
1050	CEBPA	protein-coding	829	true
1051	CEBPB	protein-coding	813	true
1052	CEBPD	protein-coding	821	true
1053	CEBPE	protein-coding	368	true
1054	CEBPG	protein-coding	838	true
1056	CEL	protein-coding	539	true
1057	CELP	pseudo	0	false
1058	CENPA	protein-coding	365	true
1059	CENPB	protein-coding	275	true
1060	CENPC	protein-coding	548	true
1061	CENPCP1	pseudo	0	false
1062	CENPE	protein-coding	823	true
1063	CENPF	protein-coding	823	true
1066	CES1	protein-coding	119	true
1068	CETN1	protein-coding	250	true
1069	CETN2	protein-coding	413	true
1070	CETN3	protein-coding	851	true
1071	CETP	protein-coding	687	true
1072	CFL1	protein-coding	352	true
1073	CFL2	protein-coding	837	true
1074	CFL1P5	pseudo	0	false
1075	CTSC	protein-coding	858	true
1080	CFTR	protein-coding	864	true
1081	CGA	protein-coding	835	true
1082	CGB3	protein-coding	0	false
1084	CEACAM3	protein-coding	31	true
1085	CEACAMP5	pseudo	0	false
1086	CEACAMP11	pseudo	0	false
1087	CEACAM7	protein-coding	16	true
1088	CEACAM8	protein-coding	9	true
1089	CEACAM4	protein-coding	16	true
1090	CEACAMP1	pseudo	0	false
1091	CEACAMP2	pseudo	0	false
1092	CEACAMP3	pseudo	0	false
1093	CEACAMP4	pseudo	0	false
1094	CEACAMP6	pseudo	0	false
1095	CEACAMP7	pseudo	0	false
1096	CEACAMP8	pseudo	0	false
1097	CEACAMP9	pseudo	0	false
1098	CEACAMP10	pseudo	0	false
1101	CHAD	protein-coding	849	true
1102	RCBTB2	protein-coding	443	true
1103	CHAT	protein-coding	853	true
1104	RCC1	protein-coding	865	true
1105	CHD1	protein-coding	860	true
1106	CHD2	protein-coding	862	true
1107	CHD3	protein-coding	714	true
1108	CHD4	protein-coding	545	true
1109	AKR1C4	protein-coding	18	true
1111	CHEK1	protein-coding	857	true
1112	FOXN3	protein-coding	659	true
1113	CHGA	protein-coding	836	true
1114	CHGB	protein-coding	831	true
1116	CHI3L1	protein-coding	257	true
1117	CHI3L2	protein-coding	111	true
1118	CHIT1	protein-coding	230	true
1119	CHKA	protein-coding	530	true
1120	CHKB	protein-coding	786	true
1121	CHM	protein-coding	811	true
1122	CHML	protein-coding	249	true
1123	CHN1	protein-coding	857	true
1124	CHN2	protein-coding	850	true
1128	CHRM1	protein-coding	353	true
1129	CHRM2	protein-coding	842	true
1130	LYST	protein-coding	864	true
1131	CHRM3	protein-coding	738	true
1132	CHRM4	protein-coding	794	true
1133	CHRM5	protein-coding	796	true
1134	CHRNA1	protein-coding	741	true
1135	CHRNA2	protein-coding	603	true
1136	CHRNA3	protein-coding	520	true
1137	CHRNA4	protein-coding	549	true
1138	CHRNA5	protein-coding	782	true
1139	CHRNA7	protein-coding	432	true
1140	CHRNB1	protein-coding	666	true
1141	CHRNB2	protein-coding	803	true
1142	CHRNB3	protein-coding	538	true
1143	CHRNB4	protein-coding	538	true
1144	CHRND	protein-coding	834	true
1145	CHRNE	protein-coding	342	true
1146	CHRNG	protein-coding	811	true
1147	CHUK	protein-coding	658	true
1149	CIDEA	protein-coding	716	true
1152	CKB	protein-coding	551	true
1153	CIRBP	protein-coding	598	true
1154	CISH	protein-coding	558	true
1155	TBCB	protein-coding	786	true
1157	CKBP1	pseudo	0	false
1158	CKM	protein-coding	420	true
1159	CKMT1B	protein-coding	42	true
1160	CKMT2	protein-coding	504	true
1161	ERCC8	protein-coding	870	true
1163	CKS1B	protein-coding	755	true
1164	CKS2	protein-coding	545	true
1173	AP2M1	protein-coding	562	true
1174	AP1S1	protein-coding	393	true
1175	AP2S1	protein-coding	786	true
1176	AP3S1	protein-coding	772	true
1178	CLC	protein-coding	21	true
1179	CLCA1	protein-coding	223	true
1180	CLCN1	protein-coding	557	true
1181	CLCN2	protein-coding	578	true
1182	CLCN3	protein-coding	853	true
1183	CLCN4	protein-coding	732	true
1184	CLCN5	protein-coding	334	true
1185	CLCN6	protein-coding	860	true
1186	CLCN7	protein-coding	862	true
1187	CLCNKA	protein-coding	470	true
1188	CLCNKB	protein-coding	58	true
1191	CLU	protein-coding	793	true
1192	CLIC1	protein-coding	646	true
1193	CLIC2	protein-coding	640	true
1195	CLK1	protein-coding	434	true
1196	CLK2	protein-coding	768	true
1197	CLK2P1	pseudo	0	false
1198	CLK3	protein-coding	549	true
1200	TPP1	protein-coding	868	true
1201	CLN3	protein-coding	719	true
1203	CLN5	protein-coding	879	true
1204	CLNS1AP1	pseudo	0	false
1207	CLNS1A	protein-coding	862	true
1208	CLPS	protein-coding	508	true
1209	CLPTM1	protein-coding	786	true
1211	CLTA	protein-coding	821	true
1212	CLTB	protein-coding	844	true
1213	CLTC	protein-coding	620	true
1215	CMA1	protein-coding	108	true
1230	CCR1	protein-coding	139	true
1232	CCR3	protein-coding	193	true
1233	CCR4	protein-coding	442	true
1234	CCR5	protein-coding	94	true
1235	CCR6	protein-coding	744	true
1236	CCR7	protein-coding	836	true
1237	CCR8	protein-coding	269	true
1238	ACKR2	protein-coding	456	true
1240	CMKLR1	protein-coding	538	true
1241	LTB4R	protein-coding	327	true
1244	ABCC2	protein-coding	836	true
1258	CNGB1	protein-coding	528	true
1259	CNGA1	protein-coding	824	true
1260	CNGA2	protein-coding	525	true
1261	CNGA3	protein-coding	554	true
1262	CNGA4	protein-coding	795	true
1263	PLK3	protein-coding	857	true
1264	CNN1	protein-coding	736	true
1265	CNN2	protein-coding	805	true
1266	CNN3	protein-coding	785	true
1267	CNP	protein-coding	837	true
1268	CNR1	protein-coding	855	true
1269	CNR2	protein-coding	529	true
1270	CNTF	protein-coding	521	true
1271	CNTFR	protein-coding	833	true
1272	CNTN1	protein-coding	830	true
1277	COL1A1	protein-coding	511	true
1278	COL1A2	protein-coding	860	true
1280	COL2A1	protein-coding	508	true
1281	COL3A1	protein-coding	539	true
1282	COL4A1	protein-coding	814	true
1284	COL4A2	protein-coding	547	true
1285	COL4A3	protein-coding	496	true
1286	COL4A4	protein-coding	509	true
1287	COL4A5	protein-coding	848	true
1288	COL4A6	protein-coding	797	true
1289	COL5A1	protein-coding	527	true
1290	COL5A2	protein-coding	672	true
1291	COL6A1	protein-coding	859	true
1292	COL6A2	protein-coding	840	true
1293	COL6A3	protein-coding	715	true
1294	COL7A1	protein-coding	819	true
1295	COL8A1	protein-coding	551	true
1296	COL8A2	protein-coding	843	true
1297	COL9A1	protein-coding	539	true
1298	COL9A2	protein-coding	828	true
1299	COL9A3	protein-coding	853	true
1300	COL10A1	protein-coding	801	true
1301	COL11A1	protein-coding	834	true
1302	COL11A2	protein-coding	405	true
1303	COL12A1	protein-coding	557	true
1305	COL13A1	protein-coding	481	true
1306	COL15A1	protein-coding	462	true
1307	COL16A1	protein-coding	837	true
1308	COL17A1	protein-coding	563	true
1310	COL19A1	protein-coding	558	true
1311	COMP	protein-coding	850	true
1312	COMT	protein-coding	508	true
1314	COPA	protein-coding	848	true
1315	COPB1	protein-coding	864	true
1316	KLF6	protein-coding	845	true
1317	SLC31A1	protein-coding	868	true
1318	SLC31A2	protein-coding	853	true
1325	CORT	protein-coding	538	true
1326	MAP3K8	protein-coding	839	true
1327	COX4I1	protein-coding	870	true
1329	COX5B	protein-coding	510	true
1330	COX5BP1	pseudo	0	false
1331	COX5BP2	pseudo	0	false
1332	COX5BP3	pseudo	0	false
1333	COX5BP4	pseudo	0	false
1336	COX5BP7	pseudo	0	false
1337	COX6A1	protein-coding	828	true
1338	COX6A1P1	pseudo	0	false
1339	COX6A2	protein-coding	322	true
1340	COX6B1	protein-coding	742	true
1342	COX6B1P2	pseudo	0	false
1343	COX6B1P3	pseudo	0	false
1345	COX6C	protein-coding	839	true
1346	COX7A1	protein-coding	325	true
1347	COX7A2	protein-coding	557	true
1348	COX7A2P2	pseudo	0	false
1349	COX7B	protein-coding	825	true
1350	COX7C	protein-coding	753	true
1351	COX8A	protein-coding	462	true
1352	COX10	protein-coding	869	true
1353	COX11	protein-coding	866	true
1355	COX15	protein-coding	875	true
1356	CP	protein-coding	749	true
1357	CPA1	protein-coding	251	true
1358	CPA2	protein-coding	297	true
1359	CPA3	protein-coding	260	true
1360	CPB1	protein-coding	455	true
1361	CPB2	protein-coding	839	true
1362	CPD	protein-coding	834	true
1363	CPE	protein-coding	867	true
1364	CLDN4	protein-coding	323	true
1365	CLDN3	protein-coding	384	true
1366	CLDN7	protein-coding	373	true
1368	CPM	protein-coding	827	true
1369	CPN1	protein-coding	871	true
1370	CPN2	protein-coding	356	true
1371	CPOX	protein-coding	853	true
1373	CPS1	protein-coding	868	true
1374	CPT1A	protein-coding	536	true
1375	CPT1B	protein-coding	772	true
1376	CPT2	protein-coding	858	true
1378	CR1	protein-coding	205	true
1379	CR1L	protein-coding	82	true
1380	CR2	protein-coding	234	true
1381	CRABP1	protein-coding	823	true
1382	CRABP2	protein-coding	488	true
1384	CRAT	protein-coding	845	true
1385	CREB1	protein-coding	824	true
1386	ATF2	protein-coding	873	true
1387	CREBBP	protein-coding	794	true
1388	ATF6B	protein-coding	683	true
1389	CREBL2	protein-coding	857	true
1390	CREM	protein-coding	726	true
1392	CRH	protein-coding	541	true
1393	CRHBP	protein-coding	834	true
1394	CRHR1	protein-coding	651	true
1395	CRHR2	protein-coding	529	true
1396	CRIP1	protein-coding	468	true
1397	CRIP2	protein-coding	419	true
1398	CRK	protein-coding	849	true
1399	CRKL	protein-coding	844	true
1400	CRMP1	protein-coding	797	true
1401	CRP	protein-coding	179	true
1404	HAPLN1	protein-coding	738	true
1406	CRX	protein-coding	493	true
1407	CRY1	protein-coding	825	true
1408	CRY2	protein-coding	791	true
1409	CRYAA	protein-coding	524	true
1410	CRYAB	protein-coding	552	true
1411	CRYBA1	protein-coding	540	true
1412	CRYBA2	protein-coding	537	true
1413	CRYBA4	protein-coding	794	true
1414	CRYBB1	protein-coding	513	true
1415	CRYBB2	protein-coding	474	true
1416	CRYBB2P1	pseudo	0	false
1417	CRYBB3	protein-coding	457	true
1418	CRYGA	protein-coding	34	true
1419	CRYGB	protein-coding	46	true
1420	CRYGC	protein-coding	37	true
1421	CRYGD	protein-coding	16	true
1423	CRYGFP	pseudo	0	false
1424	CRYGGP	pseudo	0	false
1427	CRYGS	protein-coding	509	true
1428	CRYM	protein-coding	864	true
1429	CRYZ	protein-coding	831	true
1430	CRYZP1	pseudo	0	false
1431	CS	protein-coding	811	true
1432	MAPK14	protein-coding	510	true
1434	CSE1L	protein-coding	857	true
1435	CSF1	protein-coding	527	true
1436	CSF1R	protein-coding	776	true
1437	CSF2	protein-coding	257	true
1438	CSF2RA	protein-coding	141	true
1439	CSF2RB	protein-coding	714	true
1440	CSF3	protein-coding	484	true
1441	CSF3R	protein-coding	542	true
1442	CSH1	protein-coding	0	false
1443	CSH2	protein-coding	2	true
1444	CSHL1	protein-coding	0	false
1445	CSK	protein-coding	557	true
1446	CSN1S1	protein-coding	106	true
1447	CSN2	protein-coding	231	true
1448	CSN3	protein-coding	238	true
1452	CSNK1A1	protein-coding	850	true
1453	CSNK1D	protein-coding	548	true
1454	CSNK1E	protein-coding	709	true
1455	CSNK1G2	protein-coding	521	true
1456	CSNK1G3	protein-coding	525	true
1457	CSNK2A1	protein-coding	601	true
1459	CSNK2A2	protein-coding	840	true
1460	CSNK2B	protein-coding	720	true
1462	VCAN	protein-coding	701	true
1463	NCAN	protein-coding	813	true
1464	CSPG4	protein-coding	850	true
1465	CSRP1	protein-coding	726	true
1466	CSRP2	protein-coding	820	true
1467	CSRP2P1	pseudo	0	false
1468	SLC25A10	protein-coding	673	true
1469	CST1	protein-coding	0	false
1470	CST2	protein-coding	1	true
1471	CST3	protein-coding	133	true
1472	CST4	protein-coding	0	false
1473	CST5	protein-coding	24	true
1474	CST6	protein-coding	298	true
1475	CSTA	protein-coding	314	true
1476	CSTB	protein-coding	260	true
1477	CSTF1	protein-coding	873	true
1478	CSTF2	protein-coding	840	true
1479	CSTF3	protein-coding	869	true
1480	CSTP1	pseudo	0	false
1481	CSTP2	pseudo	0	false
1482	NKX2-5	protein-coding	832	true
1485	CTAG1B	protein-coding	0	false
1486	CTBS	protein-coding	812	true
1487	CTBP1	protein-coding	724	true
1488	CTBP2	protein-coding	543	true
1489	CTF1	protein-coding	243	true
1490	CCN2	protein-coding	833	true
1491	CTH	protein-coding	653	true
1493	CTLA4	protein-coding	536	true
1495	CTNNA1	protein-coding	849	true
1496	CTNNA2	protein-coding	801	true
1497	CTNS	protein-coding	838	true
1498	CTNNA1P1	pseudo	0	false
1499	CTNNB1	protein-coding	552	true
1500	CTNND1	protein-coding	820	true
1501	CTNND2	protein-coding	538	true
1503	CTPS1	protein-coding	542	true
1504	CTRB1	protein-coding	29	true
1506	CTRL	protein-coding	451	true
1508	CTSB	protein-coding	823	true
1509	CTSD	protein-coding	535	true
1510	CTSE	protein-coding	519	true
1511	CTSG	protein-coding	55	true
1512	CTSH	protein-coding	806	true
1513	CTSK	protein-coding	482	true
1514	CTSL	protein-coding	385	true
1515	CTSV	protein-coding	82	true
1517	CTSLP2	pseudo	0	false
1518	CTSLP8	pseudo	0	false
1519	CTSO	protein-coding	842	true
1520	CTSS	protein-coding	416	true
1521	CTSW	protein-coding	334	true
1522	CTSZ	protein-coding	812	true
1523	CUX1	protein-coding	551	true
1524	CX3CR1	protein-coding	442	true
1525	CXADR	protein-coding	856	true
1527	TEX28	protein-coding	303	true
1528	CYB5A	protein-coding	861	true
1531	CYB5AP3	pseudo	0	false
1532	CYB5AP4	pseudo	0	false
1534	CYB561	protein-coding	847	true
1535	CYBA	protein-coding	850	true
1536	CYBB	protein-coding	841	true
1537	CYC1	protein-coding	804	true
1538	CYLC1	protein-coding	231	true
1539	CYLC2	protein-coding	240	true
1540	CYLD	protein-coding	860	true
1543	CYP1A1	protein-coding	252	true
1544	CYP1A2	protein-coding	161	true
1545	CYP1B1	protein-coding	858	true
1548	CYP2A6	protein-coding	1	true
1549	CYP2A7	protein-coding	0	false
1550	CYP2A7P1	pseudo	0	false
1551	CYP3A7	protein-coding	6	true
1553	CYP2A13	protein-coding	10	true
1555	CYP2B6	protein-coding	26	true
1556	CYP2B7P	pseudo	0	false
1557	CYP2C19	protein-coding	12	true
1558	CYP2C8	protein-coding	10	true
1559	CYP2C9	protein-coding	9	true
1562	CYP2C18	protein-coding	20	true
1564	CYP2D7	protein-coding	1	true
1565	CYP2D6	protein-coding	315	true
1566	CYP2D7BP	pseudo	0	false
1568	CYP2D8P	pseudo	0	false
1571	CYP2E1	protein-coding	247	true
1572	CYP2F1	protein-coding	59	true
1573	CYP2J2	protein-coding	227	true
1576	CYP3A4	protein-coding	5	true
1577	CYP3A5	protein-coding	7	true
1578	CYP3A51P	pseudo	0	false
1579	CYP4A11	protein-coding	39	true
1580	CYP4B1	protein-coding	240	true
1581	CYP7A1	protein-coding	815	true
1582	CYP8B1	protein-coding	499	true
1583	CYP11A1	protein-coding	531	true
1584	CYP11B1	protein-coding	15	true
1585	CYP11B2	protein-coding	43	true
1586	CYP17A1	protein-coding	862	true
1587	ADAM3A	pseudo	0	false
1588	CYP19A1	protein-coding	825	true
1589	CYP21A2	protein-coding	406	true
1590	CYP21A1P	pseudo	0	false
1591	CYP24A1	protein-coding	880	true
1592	CYP26A1	protein-coding	847	true
1593	CYP27A1	protein-coding	522	true
1594	CYP27B1	protein-coding	781	true
1595	CYP51A1	protein-coding	857	true
1596	ADAM3B	pseudo	0	false
1600	DAB1	protein-coding	854	true
1601	DAB2	protein-coding	820	true
1602	DACH1	protein-coding	545	true
1603	DAD1	protein-coding	807	true
1604	CD55	protein-coding	278	true
1605	DAG1	protein-coding	844	true
1606	DGKA	protein-coding	461	true
1607	DGKB	protein-coding	810	true
1608	DGKG	protein-coding	349	true
1609	DGKQ	protein-coding	801	true
1610	DAO	protein-coding	563	true
1611	DAP	protein-coding	856	true
1612	DAPK1	protein-coding	853	true
1613	DAPK3	protein-coding	844	true
1615	DARS1	protein-coding	865	true
1616	DAXX	protein-coding	717	true
1617	DAZ1	protein-coding	3	true
1618	DAZL	protein-coding	851	true
1620	BRINP1	protein-coding	857	true
1621	DBH	protein-coding	856	true
1622	DBI	protein-coding	748	true
1623	DBIP2	pseudo	0	false
1624	DBIP1	pseudo	0	false
1627	DBN1	protein-coding	830	true
1628	DBP	protein-coding	385	true
1629	DBT	protein-coding	859	true
1630	DCC	protein-coding	730	true
1632	ECI1	protein-coding	848	true
1633	DCK	protein-coding	831	true
1634	DCN	protein-coding	850	true
1635	DCTD	protein-coding	814	true
1636	ACE	protein-coding	721	true
1638	DCT	protein-coding	861	true
1639	DCTN1	protein-coding	541	true
1641	DCX	protein-coding	546	true
1642	DDB1	protein-coding	864	true
1643	DDB2	protein-coding	830	true
1644	DDC	protein-coding	808	true
1645	AKR1C1	protein-coding	2	true
1646	AKR1C2	protein-coding	0	false
1647	GADD45A	protein-coding	534	true
1648	GADD45AP1	pseudo	0	false
1649	DDIT3	protein-coding	787	true
1650	DDOST	protein-coding	866	true
1652	DDT	protein-coding	532	true
1653	DDX1	protein-coding	870	true
1654	DDX3X	protein-coding	806	true
1655	DDX5	protein-coding	813	true
1656	DDX6	protein-coding	863	true
1657	DMXL1	protein-coding	729	true
1659	DHX8	protein-coding	741	true
1660	DHX9	protein-coding	843	true
1661	DHX9P1	pseudo	0	false
1662	DDX10	protein-coding	864	true
1663	DDX11	protein-coding	863	true
1665	DHX15	protein-coding	814	true
1666	DECR1	protein-coding	856	true
1667	DEFA1	protein-coding	3	true
1668	DEFA3	protein-coding	0	false
1669	DEFA4	protein-coding	13	true
1670	DEFA5	protein-coding	8	true
1671	DEFA6	protein-coding	19	true
1672	DEFB1	protein-coding	235	true
1673	DEFB4A	protein-coding	0	false
1674	DES	protein-coding	550	true
1675	CFD	protein-coding	342	true
1676	DFFA	protein-coding	869	true
1677	DFFB	protein-coding	867	true
1678	TIMM8A	protein-coding	842	true
1687	GSDME	protein-coding	557	true
1690	COCH	protein-coding	855	true
1716	DGUOK	protein-coding	732	true
1717	DHCR7	protein-coding	853	true
1718	DHCR24	protein-coding	876	true
1719	DHFR	protein-coding	854	true
1720	DHFRP3	pseudo	0	false
1723	DHODH	protein-coding	861	true
1725	DHPS	protein-coding	757	true
1727	CYB5R3	protein-coding	466	true
1728	NQO1	protein-coding	378	true
1729	DIAPH1	protein-coding	566	true
1730	DIAPH2	protein-coding	850	true
1731	SEPTIN1	protein-coding	326	true
1733	DIO1	protein-coding	837	true
1734	DIO2	protein-coding	854	true
1735	DIO3	protein-coding	831	true
1736	DKC1	protein-coding	835	true
1737	DLAT	protein-coding	854	true
1738	DLD	protein-coding	856	true
1739	DLG1	protein-coding	552	true
1740	DLG2	protein-coding	761	true
1741	DLG3	protein-coding	833	true
1742	DLG4	protein-coding	388	true
1743	DLST	protein-coding	870	true
1744	DLSTP1	pseudo	0	false
1745	DLX1	protein-coding	857	true
1746	DLX2	protein-coding	819	true
1747	DLX3	protein-coding	832	true
1748	DLX4	protein-coding	498	true
1749	DLX5	protein-coding	862	true
1750	DLX6	protein-coding	862	true
1755	DMBT1	protein-coding	324	true
1756	DMD	protein-coding	785	true
